@relation USER50_CURRENT_ATTRIBUTES_ONLY_Q57_28.02.2015.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C33-L3-3-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-Lfirst-last

@attribute klind_en {administrator,other,parent,pupil,student,'teacher ucha.se',teacher}
@attribute has_personal_info_1_q2b_111 {0,1}
@attribute months_between_first_and_last_accessed_resource numeric
@attribute grade_calculated_from_user_data {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute most_watched_subject_name_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute most_watched_subject_id {0,26,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,45,46,47,48}
@attribute one_of_the_fav_subjects_entered_by_the_user_in_english {'',Biology,Bulgarian,Chemistry,'English Beginners','English Intermediate',Environment,French,Fun,Geography,German,History,'Home land',Literature,Math,Music,'Person and nature','Person and society',Physics,Programming,Spanish}
@attribute number_of_distinct_accessed_subjects numeric
@attribute total_time_watched_videos_in_seconds numeric
@attribute total_number_of_exercises_attempts numeric
@attribute number_of_distinct_exercises numeric
@attribute number_of_all_accessed_resources numeric
@attribute percent_videos_completed numeric
@attribute percent_exercises_completed_with_75_points_or_more numeric
@attribute total_number_of_user_comments numeric
@attribute type_id_of_first_subscription {1,2,3,4,5,6,7,9,10,11}
@attribute type_name_of_first_subscription {'','1 month','12 months','15 days','3 days','3 months','6 months'}
@attribute percent_played____10s__videos_also_exercised_on numeric
@attribute percent_exercises_retaken numeric
@attribute percent_of_distinct_exercises_which_were_retaken numeric
@attribute number_of_distinct_accessed_grades numeric
@attribute percent_video_watched_more_than_once numeric
@attribute percent_distinct_video_watched_more_than_once numeric
@attribute percent_distinct_played____10s__videos_also_commented_om numeric
@attribute young_leader_badge {0,1}
@attribute motivation_level {0,1,2,3,4,5,6}
@attribute leadership_level {0,1,2,3,4,5,6}
@attribute leadership_1___number_of_user_comments_with_rating___3 numeric
@attribute charisma {0,1,2,3,4,6}
@attribute number_invited_friends numeric
@attribute influence {0,1,2,3,4,5,6}
@attribute class {no,yes}

@data
pupil,1,12,1,Fun,29,'Person and nature',8,27404,34,13,122,28,50,1,3,'3 months',9,82,54,5,47,29,1,1,2,0,0,0,0,2,no
pupil,1,12,3,'English Beginners',40,'Person and nature',9,20100,0,0,55,65,0,0,3,'3 months',0,0,0,7,38,21,0,1,1,0,0,0,0,0,no
other,0,8,7,Biology,32,'',8,86548,0,0,203,37,0,2,3,'3 months',0,0,0,9,41,22,0,1,2,0,1,0,0,0,no
pupil,1,18,0,History,34,Programming,8,145569,13,9,360,41,62,29,3,'3 months',3,54,33,5,54,34,5,1,3,0,1,0,0,5,yes
student,0,18,5,'English Intermediate',30,'',2,16236,0,0,43,28,0,3,1,'3 days',0,0,0,4,35,15,9,0,1,0,0,0,0,0,no
pupil,0,18,5,'English Intermediate',30,Chemistry,7,42189,13,9,92,67,38,3,3,'3 months',13,62,44,5,59,33,2,1,1,0,0,0,0,0,no
other,1,12,9,History,34,'',13,114323,0,0,274,68,0,0,3,'3 months',0,0,0,9,32,16,0,1,2,0,0,0,0,0,yes
pupil,0,2,0,Physics,31,'',3,7751,0,0,20,55,0,0,3,'3 months',0,0,0,1,40,25,0,1,0,0,0,0,0,0,no
pupil,0,2,4,'Person and nature',39,'',6,11477,0,0,41,27,0,0,3,'3 months',0,0,0,4,32,15,0,1,1,0,0,0,0,0,no
pupil,0,17,0,Biology,32,'',6,30968,0,0,58,74,0,0,3,'3 months',0,0,0,3,38,22,0,1,1,0,0,0,0,0,no
pupil,0,5,8,Chemistry,26,'',2,1699,0,0,7,0,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,0,0,Physics,31,'',1,2796,0,0,9,44,0,0,1,'3 days',0,0,0,1,67,50,0,0,0,0,0,0,0,0,no
pupil,0,9,0,Physics,31,'',5,25993,0,0,59,41,0,0,1,'3 days',0,0,0,2,20,11,0,0,1,0,0,0,0,0,no
pupil,1,13,8,Geography,37,Biology,7,18642,0,0,52,38,0,0,2,'1 month',0,0,0,4,23,13,0,0,1,0,0,1,1,0,no
pupil,0,10,0,Physics,31,'',3,42840,0,0,112,47,0,2,1,'3 days',0,0,0,3,49,30,0,0,0,0,0,0,0,0,no
pupil,1,14,2,Math,28,Physics,5,29328,0,0,86,77,0,17,3,'3 months',0,0,0,7,63,33,12,1,0,0,0,0,0,0,no
parent,0,5,1,German,41,'',5,14956,0,0,38,47,0,0,2,'1 month',0,0,0,2,32,17,0,1,1,0,0,0,0,0,yes
pupil,1,7,9,Physics,31,Chemistry,7,47824,0,0,121,27,0,2,3,'3 months',0,0,0,4,39,20,0,1,1,0,2,0,0,0,no
pupil,0,1,9,Chemistry,26,'',1,751,0,0,2,50,0,1,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,13,9,History,34,'',1,2034,0,0,6,50,0,0,3,'3 months',0,0,0,1,33,20,0,1,1,0,0,0,0,0,no
pupil,1,21,0,Geography,37,Geography,6,101649,0,0,216,75,0,27,1,'3 days',0,0,0,3,25,13,4,0,1,1,14,0,0,0,yes
pupil,1,14,8,Biology,32,Chemistry,7,39093,0,0,95,71,0,1,2,'1 month',0,0,0,4,55,31,1,0,2,0,0,0,0,2,yes
parent,1,15,0,Math,28,'',13,80054,0,0,199,63,0,15,2,'1 month',0,0,0,9,38,19,3,0,4,0,0,0,0,3,no
pupil,1,13,8,'Person and nature',39,Music,5,3870,0,0,18,17,0,1,1,'3 days',0,0,0,4,22,7,6,0,1,0,0,2,3,0,no
pupil,1,7,8,Math,28,Fun,1,10929,0,0,25,72,0,0,1,'3 days',0,0,0,3,16,9,0,0,0,0,0,0,0,3,no
pupil,0,1,0,Math,28,'',1,913,0,0,4,0,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,4,0,Chemistry,26,'',2,4842,0,0,13,8,0,0,1,'3 days',0,0,0,1,54,33,0,0,0,0,0,0,0,0,no
pupil,0,12,0,Math,28,'',2,12006,0,0,28,36,0,0,1,'3 days',0,0,0,3,29,17,0,0,1,0,0,1,1,1,no
pupil,0,11,7,History,34,German,7,31147,0,0,102,33,0,0,3,'3 months',0,0,0,4,34,19,0,1,0,0,0,0,0,0,no
teacher,1,18,8,Biology,32,'',11,22792,2,2,79,39,50,2,3,'3 months',0,0,0,7,16,8,1,1,2,0,0,0,0,2,yes
pupil,0,11,8,Math,28,'',7,13729,0,0,42,57,0,1,2,'1 month',0,0,0,3,33,20,2,0,1,0,1,0,0,1,no
pupil,0,0,0,Chemistry,26,'',1,3974,0,0,8,75,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,9,9,Math,28,Programming,3,1918,0,0,7,0,0,1,3,'3 months',0,0,0,3,0,0,0,1,1,0,0,0,0,0,no
pupil,0,14,9,Math,28,'',1,1008,0,0,4,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,4,9,Chemistry,26,'',3,2022,0,0,7,0,0,0,1,'3 days',0,0,0,1,29,17,0,0,1,0,0,0,0,0,no
parent,0,1,6,Geography,37,'',3,2058,0,0,6,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,11,1,German,41,'',3,2604,0,0,8,50,0,0,2,'1 month',0,0,0,3,25,14,0,0,1,0,0,0,0,0,no
teacher,0,18,6,History,34,'',9,151936,16,12,461,51,31,0,3,'3 months',4,44,25,10,60,38,0,1,2,0,0,0,0,3,no
pupil,0,13,8,Biology,32,'',6,55232,0,0,99,73,0,9,2,'1 month',0,0,0,6,10,5,4,0,2,0,0,0,0,5,no
pupil,0,8,7,'Person and nature',39,'',2,280,0,0,2,0,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,13,0,Biology,32,'',2,7246,0,0,13,38,0,0,1,'3 days',0,0,0,2,15,8,0,0,0,0,0,0,0,0,no
pupil,0,0,9,Chemistry,26,'',1,1924,0,0,3,67,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,5,0,Chemistry,26,'',2,8746,0,0,16,56,0,0,1,'3 days',0,0,0,1,44,25,0,0,0,0,0,0,0,0,no
pupil,0,5,0,'English Beginners',40,'',2,43436,0,0,114,70,0,0,2,'1 month',0,0,0,4,87,73,0,0,2,0,0,0,0,0,no
pupil,0,20,8,Chemistry,26,'',8,105231,0,0,243,26,0,2,2,'1 month',0,0,0,7,59,35,0,0,1,0,1,0,0,0,no
pupil,0,5,8,Math,28,'',3,3661,0,0,12,25,0,2,1,'3 days',0,0,0,1,0,0,0,0,0,0,1,0,0,0,no
pupil,1,15,8,Biology,32,Chemistry,7,140485,0,0,392,79,0,0,3,'3 months',0,0,0,2,79,53,0,1,1,0,0,0,0,0,no
pupil,1,22,1,Math,28,Physics,14,112343,1,1,331,29,0,15,9,'15 days',0,0,0,8,50,25,3,1,3,1,4,0,0,0,yes
pupil,0,1,6,German,41,'',4,17933,0,0,39,79,0,0,2,'1 month',0,0,0,3,5,3,0,0,1,0,0,0,0,0,no
pupil,1,18,9,History,34,German,6,9295,0,0,20,60,0,14,9,'15 days',0,0,0,4,20,11,0,0,1,1,12,0,0,0,no
pupil,0,8,0,Chemistry,26,'',4,20726,0,0,43,74,0,0,1,'3 days',0,0,0,1,19,10,0,0,0,0,0,0,0,0,no
other,0,13,6,History,34,'',10,68045,0,0,181,76,0,0,3,'3 months',0,0,0,6,30,15,0,1,1,0,0,0,0,0,no
pupil,0,1,0,Math,28,'',2,2996,0,0,6,67,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,1,8,8,History,34,Chemistry,9,39400,0,0,103,55,0,0,3,'3 months',0,0,0,6,33,15,0,1,1,0,0,0,0,0,no
pupil,0,12,6,'English Intermediate',30,'',5,25036,0,0,64,41,0,1,2,'1 month',0,0,0,4,47,28,2,0,1,0,0,0,0,0,no
pupil,1,22,6,History,34,German,10,28889,5,5,81,41,20,215,3,'3 months',4,0,0,7,8,4,9,1,3,2,32,0,0,6,no
pupil,0,9,7,Geography,37,'',8,23532,0,0,76,28,0,0,3,'3 months',0,0,0,5,13,7,0,1,1,0,0,0,0,0,no
pupil,0,19,7,German,41,'',11,74310,8,8,211,35,13,9,3,'3 months',2,0,0,9,14,7,1,1,1,1,5,0,0,1,no
parent,0,9,0,Math,28,'',1,4718,0,0,8,75,0,2,3,'3 months',0,0,0,3,0,0,0,1,1,0,0,0,0,0,no
teacher,0,15,9,Chemistry,26,'',11,36610,0,0,113,26,0,0,3,'3 months',0,0,0,7,16,9,0,1,1,0,0,0,0,0,no
pupil,0,15,3,German,41,'',2,19462,0,0,53,30,0,0,2,'1 month',0,0,0,3,19,10,0,0,1,0,0,0,0,0,no
pupil,0,17,9,Chemistry,26,'',8,175365,1,1,336,36,0,0,3,'3 months',1,0,0,5,78,51,0,1,2,0,0,0,0,0,yes
pupil,0,4,8,Physics,31,'',3,5855,0,0,18,17,0,0,1,'3 days',0,0,0,3,0,0,0,0,0,0,0,0,0,0,no
pupil,0,17,7,Math,28,Geography,12,41273,14,10,138,44,21,17,3,'3 months',4,50,30,7,28,15,7,1,2,1,5,0,0,1,no
pupil,1,5,8,'English Intermediate',30,Fun,2,4665,0,0,10,70,0,1,1,'3 days',0,0,0,2,40,25,0,0,0,0,0,0,0,2,no
pupil,0,11,0,Physics,31,'',3,9845,0,0,25,52,0,0,1,'3 days',0,0,0,1,32,19,0,0,0,0,0,0,0,0,no
pupil,0,13,0,Biology,32,'',5,29673,0,0,74,19,0,1,1,'3 days',0,0,0,2,49,28,1,0,0,0,1,0,0,4,no
pupil,0,13,0,Chemistry,26,'',4,5907,0,0,14,29,0,0,2,'1 month',0,0,0,3,21,8,0,0,1,0,0,0,0,0,no
student,0,4,0,'English Beginners',40,'',2,14804,0,0,35,89,0,0,2,'1 month',0,0,0,5,0,0,0,0,2,0,0,0,0,0,no
other,0,13,0,'English Intermediate',30,'',1,763,0,0,2,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,20,0,Biology,32,'',9,85919,6,6,182,41,33,0,2,'1 month',3,0,0,7,37,18,0,1,1,0,0,0,0,3,no
pupil,0,8,7,Physics,31,'',5,14232,0,0,40,50,0,0,5,'',0,0,0,3,15,8,0,0,1,0,0,0,0,0,no
other,0,0,6,Math,28,'',1,800,0,0,4,0,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,9,0,Math,28,'',1,4821,0,0,10,30,0,0,1,'3 days',0,0,0,2,20,11,0,0,1,0,0,0,0,0,no
pupil,1,8,0,Physics,31,Physics,6,14922,0,0,34,44,0,1,3,'3 months',0,0,0,2,0,0,2,1,1,0,0,0,0,1,no
pupil,0,17,0,Chemistry,26,'',7,24914,0,0,62,37,0,1,1,'3 days',0,0,0,4,31,14,0,0,1,0,1,0,0,0,no
pupil,1,14,0,Geography,37,German,8,26118,0,0,93,38,0,0,3,'3 months',0,0,0,2,25,14,0,1,1,0,0,0,0,1,no
pupil,1,17,0,Chemistry,26,Chemistry,8,20186,0,0,46,28,0,6,2,'1 month',0,0,0,5,33,16,2,0,1,0,2,0,0,0,no
teacher,0,17,8,Biology,32,'',1,45880,0,0,157,32,0,1,3,'3 months',0,0,0,4,61,41,0,1,1,0,0,0,0,1,no
pupil,1,17,9,Biology,32,Chemistry,12,140797,20,15,377,41,55,32,3,'3 months',3,45,27,7,44,25,6,1,2,1,7,1,2,2,yes
pupil,0,18,0,Chemistry,26,'',5,11117,0,0,29,10,0,1,9,'15 days',0,0,0,3,28,16,4,0,0,0,1,0,0,1,no
pupil,0,9,0,History,34,History,2,110015,0,0,181,96,0,1,1,'3 days',0,0,0,2,38,18,0,0,1,0,0,1,1,0,no
pupil,0,6,9,History,34,'',6,19162,0,0,49,53,0,0,1,'3 days',0,0,0,3,16,9,0,0,0,0,0,0,0,0,no
pupil,1,12,6,Math,28,Math,6,27423,0,0,79,53,0,0,3,'3 months',0,0,0,3,27,15,0,1,1,0,0,0,0,0,yes
pupil,0,17,0,Physics,31,'',7,36969,0,0,110,18,0,0,3,'3 months',0,0,0,3,48,29,0,1,1,0,0,0,0,0,yes
pupil,0,21,0,Biology,32,'',5,19561,0,0,46,15,0,0,2,'1 month',0,0,0,2,20,10,0,0,0,0,0,0,0,1,no
parent,0,6,2,'English Beginners',40,'',4,45512,12,10,115,63,8,0,3,'3 months',11,33,20,7,53,32,0,1,2,0,0,0,0,0,yes
pupil,1,11,8,Math,28,Chemistry,5,4154,0,0,9,67,0,3,1,'3 days',0,0,0,2,0,0,0,0,0,0,3,0,0,2,no
student,0,7,7,Biology,32,'',4,22126,0,0,61,34,0,1,1,'3 days',0,0,0,5,38,21,2,0,1,0,0,0,0,0,no
pupil,1,12,6,Math,28,Math,10,36437,0,0,112,68,0,4,3,'3 months',0,0,0,7,47,25,1,1,1,0,3,0,0,1,no
pupil,1,19,7,History,34,'Person and nature',9,19478,0,0,65,49,0,1,3,'3 months',0,0,0,4,18,10,1,1,1,0,0,0,0,1,no
pupil,1,6,7,Bulgarian,36,History,2,8814,0,0,33,27,0,0,1,'3 days',0,0,0,7,45,25,0,0,1,0,0,0,0,0,no
pupil,1,15,8,Math,28,History,9,23869,0,0,72,54,0,7,3,'3 months',0,0,0,4,33,19,10,1,1,0,1,0,0,2,no
parent,0,10,0,'English Intermediate',30,'',2,6539,0,0,13,54,0,0,2,'1 month',0,0,0,4,15,8,0,0,1,0,0,0,0,1,no
pupil,1,18,0,Chemistry,26,Chemistry,11,145534,2,2,313,16,100,22,3,'3 months',1,0,0,8,45,26,3,1,2,0,2,0,0,0,yes
pupil,1,17,8,Math,28,Programming,7,11947,3,3,33,53,100,17,2,'1 month',11,0,0,3,13,7,17,1,1,1,4,0,0,1,no
parent,1,13,7,Programming,38,'',9,86736,8,8,221,69,75,0,3,'3 months',3,0,0,6,25,14,0,1,2,0,0,0,0,0,no
parent,0,11,0,'English Beginners',40,'',5,54500,0,0,110,91,0,1,1,'3 days',0,0,0,4,9,5,0,0,1,0,1,0,0,0,no
pupil,0,18,9,Chemistry,26,'',11,95890,4,4,226,58,50,17,3,'3 months',1,0,0,10,47,24,1,1,2,0,1,0,0,0,yes
pupil,0,17,0,Chemistry,26,'',7,87287,0,0,178,44,0,2,1,'3 days',0,0,0,4,17,9,0,0,1,0,1,0,0,0,yes
pupil,1,21,8,Math,28,Chemistry,9,51498,0,0,148,30,0,3,9,'15 days',0,0,0,5,36,19,0,0,2,0,1,0,0,3,yes
student,0,7,0,'English Beginners',40,'',6,29344,0,0,67,63,0,0,3,'3 months',0,0,0,6,24,14,0,1,1,0,0,0,0,0,no
pupil,0,11,0,Biology,32,'',3,15908,0,0,30,43,0,0,1,'3 days',0,0,0,2,30,16,0,0,0,0,0,0,0,0,no
pupil,0,17,9,Chemistry,26,'',3,5489,0,0,13,15,0,0,1,'3 days',0,0,0,4,15,8,0,0,0,0,0,0,0,0,no
parent,0,10,8,'English Beginners',40,'',3,6708,0,0,23,0,0,0,1,'3 days',0,0,0,3,9,5,0,0,1,0,0,0,0,0,no
pupil,0,4,0,Chemistry,26,'',1,4139,0,0,13,0,0,2,1,'3 days',0,0,0,2,15,8,0,0,0,0,0,0,0,0,no
teacher,0,3,5,Biology,32,'',5,86083,0,0,208,66,0,0,2,'1 month',0,0,0,6,63,43,0,0,2,0,0,0,0,0,yes
pupil,1,15,7,Math,28,Fun,9,57156,16,13,214,24,63,2,2,'1 month',6,31,15,4,36,21,1,1,2,0,0,0,0,4,yes
pupil,1,14,5,History,34,'English Intermediate',10,92227,0,0,222,46,0,1,2,'1 month',0,0,0,5,42,20,0,0,2,0,1,0,0,0,yes
pupil,1,17,7,Math,28,'Person and nature',9,51134,9,7,179,35,22,3,2,'1 month',6,44,29,4,54,31,2,1,2,0,1,0,0,5,yes
pupil,1,21,8,Math,28,Physics,12,97638,9,8,227,67,89,0,3,'3 months',4,22,13,8,31,16,0,1,1,0,0,0,0,0,yes
pupil,0,5,7,Math,28,Geography,10,56410,0,0,183,35,0,1,2,'1 month',0,0,0,4,49,26,0,0,0,0,0,0,0,0,no
pupil,1,14,0,Chemistry,26,'Person and nature',5,12514,0,0,24,75,0,0,1,'3 days',0,0,0,2,8,4,0,0,1,0,0,0,0,2,no
pupil,0,13,7,History,34,'',6,12014,0,0,42,52,0,2,3,'3 months',0,0,0,3,24,14,5,1,1,0,1,0,0,0,no
parent,0,3,0,Physics,31,'',2,4949,0,0,12,58,0,0,3,'3 months',0,0,0,2,17,9,0,1,1,0,0,0,0,0,no
parent,0,6,8,Physics,31,'',3,39736,0,0,122,25,0,0,1,'3 days',0,0,0,4,48,28,0,0,0,0,0,0,0,0,no
pupil,0,0,8,Chemistry,26,'',2,881,0,0,3,33,0,0,3,'3 months',0,0,0,1,0,0,0,1,0,0,0,0,0,0,no
teacher,1,8,6,Math,28,'',3,15146,0,0,33,55,0,7,1,'3 days',0,0,0,3,67,48,0,1,0,1,6,0,0,0,no
pupil,0,8,7,Chemistry,26,'',6,10274,0,0,30,33,0,1,1,'3 days',0,0,0,1,20,11,0,0,0,0,1,0,0,0,no
parent,0,7,9,Math,28,'',2,8944,0,0,17,53,0,0,3,'3 months',0,0,0,3,12,6,0,1,1,0,0,0,0,0,no
teacher,0,17,8,Physics,31,'',6,111627,1,1,329,41,100,0,3,'3 months',1,0,0,7,74,50,0,1,1,0,0,0,0,3,no
pupil,1,4,7,Geography,37,Chemistry,5,13928,0,0,43,33,0,0,3,'3 months',0,0,0,2,21,11,0,1,0,0,0,0,0,0,no
pupil,0,11,8,Math,28,'',5,11999,0,0,41,51,0,1,3,'3 months',0,0,0,2,34,18,3,1,0,0,0,0,0,0,no
pupil,1,11,0,Biology,32,Physics,2,25250,0,0,56,29,0,1,1,'3 days',0,0,0,3,75,50,3,0,1,0,0,0,0,0,no
pupil,0,20,0,Chemistry,26,'',8,41067,1,1,117,13,0,1,3,'3 months',1,0,0,4,9,5,0,1,2,0,0,0,0,0,yes
pupil,1,19,8,Geography,37,History,10,62000,0,0,157,15,0,41,2,'1 month',0,0,0,9,42,23,16,0,2,2,13,0,0,6,no
pupil,0,8,0,Math,28,'',5,31457,0,0,75,39,0,2,1,'3 days',0,0,0,4,29,17,0,0,1,0,2,0,0,0,no
pupil,0,0,0,History,34,'',1,503,0,0,2,0,0,0,9,'15 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
teacher,0,18,0,Math,28,'',6,8519,0,0,26,50,0,3,2,'1 month',0,0,0,3,15,8,0,0,1,0,3,0,0,2,no
parent,0,4,7,Biology,32,'',5,17831,0,0,44,80,0,0,3,'3 months',0,0,0,1,36,22,0,1,0,0,0,0,0,2,no
pupil,1,18,6,History,34,'Person and nature',7,51131,37,31,173,82,54,16,2,'1 month',26,30,16,5,34,18,9,1,1,0,1,0,0,0,yes
'teacher ucha.se',1,18,1,'Person and society',42,'',12,54552,32,15,217,25,94,519,3,'3 months',9,81,60,10,35,19,37,1,6,4,46,4,22,6,no
pupil,0,5,0,Physics,31,'',2,2530,0,0,7,0,0,0,1,'3 days',0,0,0,1,29,17,0,0,0,0,0,0,0,0,no
pupil,0,18,6,History,34,'',7,12826,0,0,41,29,0,1,9,'15 days',0,0,0,5,29,15,2,0,1,0,0,0,0,1,yes
pupil,1,19,5,Math,28,'English Intermediate',10,52967,19,10,175,54,32,9,3,'3 months',4,68,40,7,43,21,5,1,1,0,0,0,0,0,yes
pupil,1,13,0,Chemistry,26,Math,8,100796,2,2,201,53,50,0,2,'1 month',1,0,0,4,46,25,0,1,1,0,0,0,0,0,yes
pupil,0,4,5,Math,28,History,7,29397,0,0,85,62,0,1,2,'1 month',0,0,0,3,12,6,1,0,1,0,0,0,0,0,no
pupil,0,5,0,Chemistry,26,'',4,7769,0,0,16,25,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
student,1,18,0,Math,28,'',5,86296,0,0,238,37,0,0,3,'3 months',0,0,0,9,23,12,0,1,4,0,0,0,0,1,no
pupil,0,8,0,History,34,'',2,3741,0,0,9,33,0,0,1,'3 days',0,0,0,2,22,13,0,0,1,0,0,1,1,0,no
pupil,1,12,0,Biology,32,Geography,7,55590,1,1,145,11,100,0,3,'3 months',0,0,0,5,45,27,0,1,2,0,0,0,0,0,no
pupil,0,0,0,Math,28,'',3,3132,0,0,9,0,0,0,2,'1 month',0,0,0,3,0,0,0,0,1,0,0,0,0,0,no
pupil,1,16,0,Physics,31,Programming,4,26340,0,0,55,42,0,0,1,'3 days',0,0,0,3,11,6,0,1,1,0,0,0,0,0,no
teacher,0,8,0,History,34,'',1,63055,0,0,123,84,0,0,3,'3 months',0,0,0,3,15,8,0,1,0,0,0,0,0,3,no
parent,0,11,8,Math,28,'',4,21494,0,0,51,43,0,0,2,'1 month',0,0,0,4,16,9,0,0,2,0,0,0,0,0,no
pupil,0,4,1,History,34,'',2,10700,0,0,23,48,0,0,1,'3 days',0,0,0,2,9,5,0,0,0,0,0,0,0,0,no
pupil,0,7,0,Biology,32,'',2,2878,0,0,5,60,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,4,0,Physics,31,'',1,117,0,0,1,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,1,0,0,0,0,0,no
pupil,0,0,7,Geography,37,Bulgarian,1,2231,0,0,6,67,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,11,8,Math,28,'',2,3557,0,0,9,56,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,1,17,6,'Person and nature',39,'Person and nature',8,84630,0,0,198,84,0,0,2,'1 month',0,0,0,6,82,47,0,0,2,0,0,0,0,0,yes
pupil,1,10,4,'English Intermediate',30,History,7,20343,0,0,50,24,0,0,3,'3 months',0,0,0,6,50,26,0,1,0,0,0,0,0,1,no
pupil,0,6,9,Biology,32,'',2,1670,0,0,3,67,0,0,1,'3 days',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,1,13,9,Biology,32,German,7,3160,0,0,10,20,0,0,1,'3 days',0,0,0,3,0,0,0,0,1,0,0,0,0,0,no
pupil,1,8,7,Math,28,Chemistry,7,31920,0,0,88,51,0,6,2,'1 month',0,0,0,5,33,18,2,0,1,0,4,0,0,2,no
pupil,0,16,9,Math,28,'',6,19645,0,0,67,25,0,0,3,'3 months',0,0,0,6,42,19,0,1,1,0,0,0,0,0,yes
pupil,0,0,5,Bulgarian,36,'',2,911,0,0,2,50,0,0,2,'1 month',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,1,12,0,Biology,32,Programming,3,3482,0,0,6,17,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
other,1,15,7,Math,28,'',10,23763,19,13,107,9,11,13,2,'1 month',15,58,38,6,53,33,13,1,2,0,1,1,1,1,yes
pupil,0,3,0,Physics,31,'',1,2889,0,0,7,57,0,0,1,'3 days',0,0,0,2,0,0,0,0,1,0,0,0,0,0,no
pupil,0,9,0,Math,28,'',1,928,0,0,2,50,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,10,8,Physics,31,'',3,2700,0,0,10,20,0,2,3,'3 months',0,0,0,3,20,11,0,1,0,0,1,0,0,0,no
parent,1,21,7,History,34,'',12,97209,12,11,327,56,42,0,3,'3 months',5,17,9,10,61,35,0,1,2,0,0,1,2,1,no
pupil,0,1,7,Math,28,'',1,1254,0,0,5,20,0,0,9,'15 days',0,0,0,1,40,25,0,0,1,0,0,0,0,0,no
pupil,0,5,0,History,34,'',1,3415,0,0,8,38,0,0,1,'3 days',0,0,0,1,25,14,0,0,1,0,0,0,0,1,no
pupil,1,9,7,Biology,32,Chemistry,7,28822,0,0,80,76,0,0,1,'3 days',0,0,0,3,26,14,0,0,0,0,0,0,0,0,no
teacher,1,18,8,History,34,'',7,62405,50,35,215,66,82,11,1,'3 days',13,52,31,7,34,20,1,1,2,0,1,0,0,2,yes
other,0,19,6,'English Beginners',40,'',4,33519,0,0,94,62,0,3,3,'3 months',0,0,0,6,76,57,1,1,2,0,3,0,0,2,no
pupil,1,20,7,Math,28,Math,12,139918,11,10,369,72,36,187,3,'3 months',5,18,10,6,49,17,68,1,2,4,63,0,0,1,yes
pupil,1,9,8,Math,28,History,3,19818,0,0,64,11,0,5,2,'1 month',0,0,0,5,38,23,1,0,0,0,3,0,0,0,no
pupil,1,21,9,Physics,31,Physics,8,56728,3,3,139,53,33,4,3,'3 months',2,0,0,5,30,16,2,1,1,0,0,0,0,0,yes
pupil,0,0,0,'English Intermediate',30,'',1,1040,0,0,3,0,0,0,1,'3 days',0,0,0,1,0,0,0,0,0,0,0,0,0,0,no
pupil,0,6,7,Fun,29,'',2,601,0,0,2,0,0,0,2,'1 month',0,0,0,2,0,0,0,0,0,0,0,0,0,0,no
pupil,0,12,0,'English Beginners',40,'',5,11803,0,0,37,32,0,0,1,'3 days',0,0,0,4,22,12,0,0,1,0,0,0,0,0,no
pupil,1,18,8,Math,28,Chemistry,5,8392,0,0,27,26,0,2,3,'3 months',0,0,0,4,0,0,0,1,1,0,2,0,0,1,no
